delay_samp,ch0_real,ch0_imag,ch1_real,ch1_imag
-100,0.008641325868666172,-0.005277189891785383,-7.597386866109446e-05,-0.0026826432440429926
-99,0.005221008788794279,0.0026097644586116076,0.006696711294353008,0.012904463335871696
-98,0.0036594090051949024,-0.0061805350705981255,-0.005823635030537844,-0.0026651828084141016
-97,0.010066078044474125,0.0016399517189711332,0.01181737706065178,0.008107811212539673
-96,0.001677986583672464,-0.004140730481594801,-0.00765396561473608,0.004534666892141104
-95,0.011266634799540043,-0.003025767859071493,0.012263246811926365,-0.0011066944571211934
-94,0.0015290052397176623,0.00041548474109731615,-0.005531724542379379,0.012865779921412468
-93,0.011183273047208786,-0.0057175965048372746,0.006046971306204796,-0.0071121458895504475
-92,0.007062946911901236,0.0007694941014051437,0.002579535124823451,0.01622043363749981
-91,0.004443954210728407,-0.009347089566290379,-0.003356454661116004,-0.006464798469096422
-90,0.01124677062034607,-0.0010123741813004017,0.011814870871603489,0.011600357480347157
-89,0.0019430893007665873,-0.007445199880748987,-0.008727683685719967,-0.0006352624041028321
-88,0.012029802426695824,-0.007617604918777943,0.01490617822855711,0.0032122470438480377
-87,-4.675733362091705e-05,-0.002221713773906231,-0.009073098190128803,0.008371264673769474
-86,0.007335904520004988,-0.01053657941520214,0.010839029215276241,-0.0040994491428136826
-85,0.004767436999827623,0.0010102525120601058,-0.0010843516793102026,0.015788914635777473
-84,0.003635644679889083,-0.012161721475422382,0.004320936743170023,-0.009242959320545197
-83,0.009855332784354687,-0.0009332107729278505,0.008161308243870735,0.015059401281177998
-82,0.0007713633240200579,-0.009477019309997559,-0.0016478186007589102,-0.005558777134865522
-81,0.011684703640639782,-0.008779332973062992,0.014532068744301796,0.006813399028033018
-80,-0.0007264659507200122,-0.003198511665686965,-0.007734743412584066,0.002471880055963993
-79,0.008061423897743225,-0.01388873066753149,0.015302689746022224,0.0007777388673275709
-78,0.0037860600277781487,-0.00037889418308623135,-0.003572625806555152,0.008971317671239376
-77,0.0033505845349282026,-0.01401321217417717,0.00884607806801796,-0.007065003737807274
-76,0.009087120182812214,-0.004308582749217749,0.003189102280884981,0.013003282248973846
-75,-0.002538219792768359,-0.013281544670462608,0.00235919700935483,-0.007102068513631821
-74,0.00859278254210949,-0.009004675783216953,0.009925470687448978,0.00957216415554285
-73,-0.0031766225583851337,-0.005599006079137325,-0.001494735712185502,-0.0016179275698959827
-72,0.007668288424611092,-0.014625446870923042,0.01251132320612669,0.003922848962247372
-71,0.00029217536211945117,-0.003660037415102124,-0.0015340823447331786,0.004171363543719053
-70,0.0022517156321555376,-0.016865724697709084,0.012139762751758099,-0.001115130609832704
-69,0.005031845066696405,-0.0057620578445494175,0.0034962103236466646,0.004343738779425621
-68,-0.004735257942229509,-0.012637312524020672,0.007029043044894934,-0.004287817515432835
-67,0.008183703757822514,-0.009223192930221558,0.006148639600723982,0.00576587300747633
-66,-0.003792479867115617,-0.006365477107465267,0.005994810257107019,-0.001594357076101005
-65,0.0069274380803108215,-0.016866739839315414,0.007677133195102215,0.003149413038045168
-64,-0.001567827188409865,-0.0044289822690188885,0.006431286223232746,-0.0007971959421411157
-63,-0.0010416163131594658,-0.01810109242796898,0.006775206420570612,0.0009767512092366815
-62,0.004263052251189947,-0.005308300722390413,0.006547907833009958,-0.0011177705600857735
-61,-0.006619294174015522,-0.01473772618919611,0.006047841161489487,0.0012149964459240437
-60,0.007810851559042931,-0.012006901204586029,0.005743799731135368,-0.0021054137032479048
-59,-0.00964786484837532,-0.009257138706743717,0.007813787087798119,0.0023206062614917755
-58,0.004492867272347212,-0.01829761080443859,0.0031609812285751104,-0.0036666232626885176
-57,-0.005894793197512627,-0.003606244456022978,0.01192304864525795,0.0020075670909136534
-56,-0.002336176810786128,-0.01935139112174511,-2.9550159524660558e-05,-0.0030466848984360695
-55,0.0015228696865960956,-0.004534072708338499,0.012833241373300552,-0.0016349838115274906
