delay_samp,ch0_real,ch0_imag,ch1_real,ch1_imag
-100,-0.00559838954359293,0.0036327585112303495,1.5380455806734972e-06,-0.004888564348220825
-99,-0.005257172975689173,0.0037427034694701433,-0.00027098582359030843,-0.00478185573592782
-98,-0.006818313617259264,0.003772839205339551,-0.0005213931435719132,-0.004526520147919655
-97,-0.007742663379758596,0.005981298629194498,-0.0006485138437710702,-0.004179561045020819
-96,-0.006919518578797579,0.004130401182919741,-0.0012033855309709907,-0.0041719889268279076
-95,-0.0062471311539411545,0.004505716264247894,-0.0011263441992923617,-0.004412016365677118
-94,-0.007516211364418268,0.005350031889975071,-0.000386247003916651,-0.005551339592784643
-93,-0.007814507931470871,0.005653732921928167,-8.387416892219335e-05,-0.0031692658085376024
-92,-0.00779737439006567,0.006243701092898846,-0.0006044131587259471,-0.0046793450601398945
-91,-0.00716343754902482,0.005310782231390476,-0.0009848710615187883,-0.005516467150300741
-90,-0.007831818424165249,0.006742589175701141,-0.0013861979823559523,-0.0035400991328060627
-89,-0.0075708734802901745,0.005536152049899101,-0.0015334233175963163,-0.003846662351861596
-88,-0.007605061866343021,0.005868711043149233,-0.0006563611095771194,-0.004645803011953831
-87,-0.007984409108757973,0.0067730192095041275,-0.0007374089327640831,-0.0033225566148757935
-86,-0.007907439023256302,0.007121540140360594,8.521515701431781e-05,-0.0027335290797054768
-85,-0.005971403326839209,0.006600843742489815,0.0002631709212437272,-0.003792468924075365
-84,-0.007663622498512268,0.005904834717512131,-0.0012280003866180778,-0.0038705498445779085
-83,-0.009159979410469532,0.005472930148243904,-0.0005399244255386293,-0.0027833208441734314
-82,-0.007960181683301926,0.005426375661045313,-0.0005496887606568635,-0.0035013523884117603
-81,-0.008640343323349953,0.009144374169409275,-0.0011785445967689157,-0.0033207901287823915
-80,-0.008124861866235733,0.006141915917396545,-0.0013146650744602084,-0.0038910042494535446
-79,-0.008234020322561264,0.005940997041761875,-0.0009103151969611645,-0.0017696147551760077
-78,-0.00734320655465126,0.006931561976671219,-0.0006530822720378637,-0.0022775703109800816
-77,-0.008514652960002422,0.006593519821763039,-0.00010861241025850177,-0.0022578926291316748
-76,-0.008245792239904404,0.006789469625800848,0.00023135631636250764,-0.002883427543565631
-75,-0.008783377707004547,0.0075769321992993355,-0.0011062620906159282,-0.0023803289514034986
-74,-0.007745217997580767,0.006195628084242344,1.1934274880331941e-05,-0.002933305688202381
-73,-0.00863143615424633,0.0080213388428092,-0.00035211408976465464,-0.0022603950928896666
-72,-0.008590116165578365,0.006317459512501955,0.00021737538918387145,-0.0027912987861782312
-71,-0.007152264937758446,0.0042110588401556015,0.0011443453840911388,-0.0025462121702730656
-70,-0.006575040519237518,0.004575896542519331,0.00020371108257677406,-0.00015154448919929564
-69,-0.009412865154445171,0.005846842657774687,-0.000912291172426194,-0.0009281710954383016
-68,-0.008409999310970306,0.004918436054140329,0.0013487022370100021,-0.0014767464017495513
-67,-0.009147364646196365,0.003705437295138836,0.0017527479212731123,-0.0004240521520841867
-66,-0.008584389463067055,0.0045423731207847595,0.0009510059608146548,0.0007536960765719414
-65,-0.009209912270307541,0.004072250332683325,0.0018358882516622543,-0.0003536363074090332
-64,-0.00973605178296566,0.002467239508405328,0.00262951641343534,0.0004405061190482229
-63,-0.007961085997521877,0.0008314693695865571,0.0010449342662468553,0.0013691602507606149
-62,-0.008399921469390392,0.002062815008684993,-0.00013427801604848355,0.0020055195782333612
-61,-0.007274708244949579,0.0034297916572541,0.00216394173912704,0.0019889448303729296
-60,-0.009162509813904762,0.0007406857912428677,0.0010959352366626263,0.001449732226319611
-59,-0.006293848156929016,0.00021531169477384537,0.0008093530777841806,0.0018852644134312868
-58,-0.006188805680721998,0.0003628610575105995,0.001994864549487829,0.0028445913922041655
-57,-0.005430064629763365,-0.00047747851931490004,0.0018285342957824469,0.002432957524433732
-56,-0.005240342579782009,-0.0007655087392777205,0.00044791371328756213,0.0019108920823782682
-55,-0.004631613846868277,-0.0023776430170983076,0.0009234406752511859,0.0036444910801947117
-54,-0.004141984507441521,-0.0016604402335360646,-6.676228804280981e-05,0.0035270003136247396
-53,-0.003807696048170328,-0.00194019905757159,0.0012664432870224118,0.00228083785623312
-52,-0.005584348924458027,-0.0038979887031018734,0.000499434769153595,0.005231436342000961
-51,-0.002491151448339224,-0.0028080760966986418,-0.0005833976902067661,0.004028698429465294
-50,-0.0021934194955974817,0.00032863931846804917,0.0006467755301855505,0.005154343321919441
-49,-0.002955275122076273,-0.0023737051524221897,0.0004156622744631022,0.0050538755021989346
-48,-0.002407146617770195,-0.006888984236866236,-0.0004206885932944715,0.004173398949205875
-47,-0.0009544958593323827,-0.004208676051348448,-8.55207908898592e-05,0.006232543382793665
-46,-7.167347939684987e-05,-0.00488507142290473,0.00025820478913374245,0.005278446711599827
-45,-0.0008043913985602558,-0.004939199425280094,-0.00021182211639825255,0.005288621410727501
-44,0.002108396030962467,-0.006743631791323423,6.008055424899794e-05,0.0063317264430224895
-43,0.0017687409417703748,-0.0061712018214166164,-0.0002750965941231698,0.005886309780180454
-42,0.003486677771434188,-0.005825255066156387,-8.631237142253667e-05,0.005684922449290752
-41,0.004174035973846912,-0.004889282397925854,0.0003563729114830494,0.006442347075790167
-40,0.0042524635791778564,-0.008028634823858738,2.8959424525965005e-05,0.004210765939205885
-39,0.0050221155397593975,-0.008269420824944973,0.0002612678217701614,0.0056651257909834385
-38,0.007359353359788656,-0.00778944930061698,0.0010794270783662796,0.006219249684363604
-37,0.0056169359013438225,-0.006802055984735489,0.0009067011997103691,0.005699305795133114
-36,0.008845148608088493,-0.008385607041418552,0.000731670472305268,0.00526796281337738
-35,0.008502195589244366,-0.00767594063654542,0.0009586121304892004,0.006775395479053259
-34,0.011127647012472153,-0.006899495143443346,0.001613988308236003,0.005073611158877611
-33,0.011791596189141273,-0.0087791308760643,0.0014049351448193192,0.005935727618634701
-32,0.014691776596009731,-0.009058840572834015,0.0022611923050135374,0.005970187950879335
-31,0.010123314335942268,-0.006120188161730766,0.002631162293255329,0.00565166212618351
-30,0.016320975497364998,-0.008358187973499298,0.003741864813491702,0.005863402970135212
-29,0.013399602845311165,-0.0054155802354216576,0.0031280990224331617,0.006520361173897982
-28,0.018479006364941597,-0.007269219495356083,0.002769410377368331,0.005715420935302973
-27,0.01239943690598011,-0.005655798129737377,0.004092121031135321,0.006708292290568352
-26,0.022010795772075653,-0.005538083612918854,0.003660151967778802,0.008538300171494484
-25,0.013695059344172478,-0.004320169799029827,0.003927610348910093,0.0076817795634269714
-24,0.023771286010742188,-0.008406898938119411,0.002610442228615284,0.009123507887125015
-23,0.01378079317510128,-0.0031155108008533716,0.005863438360393047,0.009367723949253559
-22,0.026570769026875496,-0.008650551550090313,0.002478794427588582,0.011187701486051083
-21,0.012237359769642353,-0.0022780057042837143,0.007687738165259361,0.007670026272535324
-20,0.03007255680859089,-0.006806896533817053,0.0019809205550700426,0.012240903452038765
-19,0.011775403283536434,0.0017415613401681185,0.011274531483650208,0.0074206129647791386
-18,0.03362474590539932,-0.006437569856643677,0.002613245276734233,0.0142511622980237
-17,0.003961506765335798,0.013531124219298363,0.017540158703923225,0.0008298354805447161
